Person ID,Name,Gender,Age,Address,Aadhaar,Hand,Finger,Image Path
102,Naveen U,Male,20,Vellore,9385 8629 2110,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\102__M_Left_middle_finger.BMP
102,Akash E,Male,42,Dindigul,4487 9403 7797,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\102__M_Left_ring_finger.BMP
102,Akash F,Male,38,Madurai,7775 6526 3524,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\102__M_Left_thumb_finger.BMP
102,Rahul G,Male,59,Tiruchirapalli,8186 2443 3507,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\102__M_Right_index_finger.BMP
102,Akash D,Male,39,Dindigul,2142 8178 1905,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\102__M_Right_little_finger.BMP
102,Naveen H,Male,57,Vellore,1378 9197 9223,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\102__M_Right_middle_finger.BMP
102,Vikram Y,Male,40,Vellore,7578 5096 6312,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\102__M_Right_ring_finger.BMP
102,Naveen O,Male,44,Thanjavur,6756 8459 4505,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\102__M_Right_thumb_finger.BMP
103,Sneha L,Female,43,Kanchipuram,3745 6830 6043,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\103__F_Left_index_finger.BMP
103,Meena E,Female,21,Erode,7927 8495 8040,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\103__F_Left_little_finger.BMP
103,Sneha I,Female,47,Madurai,9049 6242 4717,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\103__F_Left_middle_finger.BMP
103,Priya H,Female,64,Erode,3609 2745 1726,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\103__F_Left_ring_finger.BMP
103,Priya Q,Female,32,Coimbatore,8652 5936 1678,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\103__F_Left_thumb_finger.BMP
103,Anjali Q,Female,43,Erode,5230 7369 4790,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\103__F_Right_index_finger.BMP
103,Anjali K,Female,38,Coimbatore,3153 3551 1354,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\103__F_Right_little_finger.BMP
103,Priya F,Female,60,Madurai,4632 8355 8591,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\103__F_Right_middle_finger.BMP
103,Priya S,Female,44,Salem,6352 9762 1296,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\103__F_Right_ring_finger.BMP
103,Sneha Z,Female,21,Kanchipuram,1021 4506 9879,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\103__F_Right_thumb_finger.BMP
104,Kiran O,Male,47,Salem,9973 1329 6540,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\104__M_Left_index_finger.BMP
104,Akash V,Male,42,Madurai,3181 7060 9689,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\104__M_Left_little_finger.BMP
104,Siddharth H,Male,46,Erode,1284 2966 1195,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\104__M_Left_middle_finger.BMP
104,Naveen F,Male,33,Madurai,2855 6244 4685,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\104__M_Left_ring_finger.BMP
104,Naveen H,Male,48,Chennai,4356 3130 2387,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\104__M_Left_thumb_finger.BMP
104,Siddharth D,Male,38,Kanchipuram,9316 9165 4928,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\104__M_Right_index_finger.BMP
104,Kiran L,Male,39,Thanjavur,5666 7397 3446,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\104__M_Right_little_finger.BMP
104,Naveen J,Male,18,Madurai,3178 2975 8405,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\104__M_Right_middle_finger.BMP
104,Rahul Q,Male,27,Tiruchirapalli,9935 1544 7572,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\104__M_Right_ring_finger.BMP
104,Naveen G,Male,33,Coimbatore,9314 4796 2827,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\104__M_Right_thumb_finger.BMP
105,Akash X,Male,28,Erode,1268 5495 7466,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\105__M_Left_index_finger.BMP
105,Kiran U,Male,60,Salem,6000 2627 2537,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\105__M_Left_little_finger.BMP
105,Rahul K,Male,62,Chennai,4320 2242 1425,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\105__M_Left_middle_finger.BMP
105,Siddharth Z,Male,38,Vellore,5472 5793 6072,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\105__M_Left_ring_finger.BMP
105,Kiran S,Male,31,Salem,4385 1699 3565,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\105__M_Left_thumb_finger.BMP
105,Siddharth A,Male,20,Salem,4301 4557 4026,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\105__M_Right_index_finger.BMP
105,Rahul N,Male,64,Erode,9390 8522 7333,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\105__M_Right_little_finger.BMP
105,Siddharth G,Male,46,Tirunelveli,8537 6231 8394,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\105__M_Right_middle_finger.BMP
105,Vikram D,Male,19,Tirunelveli,6293 3660 4399,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\105__M_Right_ring_finger.BMP
105,Vikram R,Male,26,Erode,2841 4060 2082,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\105__M_Right_thumb_finger.BMP
106,Akash S,Male,18,Vellore,5691 1019 1786,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\106__M_Left_index_finger.BMP
106,Rahul L,Male,58,Coimbatore,9802 3083 7609,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\106__M_Left_little_finger.BMP
106,Akash F,Male,21,Kanchipuram,4847 7487 1197,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\106__M_Left_middle_finger.BMP
106,Akash Y,Male,64,Salem,3288 5668 3342,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\106__M_Left_ring_finger.BMP
106,Vikram U,Male,24,Thanjavur,8483 4902 7757,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\106__M_Left_thumb_finger.BMP
106,Vikram R,Male,44,Tiruchirapalli,8326 1958 2780,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\106__M_Right_index_finger.BMP
106,Akash J,Male,47,Vellore,8576 5088 7399,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\106__M_Right_little_finger.BMP
106,Akash G,Male,54,Coimbatore,3960 5911 9894,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\106__M_Right_middle_finger.BMP
106,Rahul B,Male,45,Tiruchirapalli,4718 7703 3927,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\106__M_Right_ring_finger.BMP
106,Kiran I,Male,24,Coimbatore,9308 8563 2454,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\106__M_Right_thumb_finger.BMP
107,Vikram H,Male,28,Tirunelveli,4210 6902 2748,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\107__M_Left_index_finger.BMP
107,Vikram S,Male,21,Vellore,5861 5043 4051,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\107__M_Left_little_finger.BMP
107,Siddharth F,Male,52,Madurai,6233 6010 1789,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\107__M_Left_middle_finger.BMP
107,Akash F,Male,57,Thanjavur,6799 1929 5626,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\107__M_Left_ring_finger.BMP
107,Kiran O,Male,30,Chennai,2294 8188 8218,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\107__M_Left_thumb_finger.BMP
107,Akash C,Male,18,Thanjavur,2234 1099 9103,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\107__M_Right_index_finger.BMP
107,Akash Q,Male,44,Kanchipuram,3878 1402 3399,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\107__M_Right_little_finger.BMP
107,Rahul O,Male,30,Erode,9720 6512 4684,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\107__M_Right_middle_finger.BMP
107,Rahul P,Male,45,Erode,8457 3486 7232,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\107__M_Right_ring_finger.BMP
107,Naveen V,Male,28,Tirunelveli,6770 9556 5700,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\107__M_Right_thumb_finger.BMP
108,Rahul J,Male,47,Erode,3922 9570 4146,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\108__M_Left_index_finger.BMP
108,Akash F,Male,62,Kanchipuram,7414 9556 2110,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\108__M_Left_little_finger.BMP
108,Akash W,Male,43,Erode,3237 1179 9104,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\108__M_Left_middle_finger.BMP
108,Rahul E,Male,55,Erode,2211 9088 2438,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\108__M_Left_ring_finger.BMP
108,Akash O,Male,52,Salem,9924 3174 6938,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\108__M_Left_thumb_finger.BMP
108,Siddharth D,Male,40,Vellore,5567 5476 7523,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\108__M_Right_index_finger.BMP
108,Kiran V,Male,30,Thanjavur,1633 9424 6230,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\108__M_Right_little_finger.BMP
108,Naveen Y,Male,34,Salem,5622 8837 4727,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\108__M_Right_middle_finger.BMP
108,Naveen K,Male,28,Madurai,9057 8272 9864,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\108__M_Right_ring_finger.BMP
108,Rahul A,Male,65,Vellore,6711 1542 6018,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\108__M_Right_thumb_finger.BMP
109,Meena J,Female,56,Salem,7602 3316 6631,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\109__F_Left_index_finger.BMP
109,Anjali B,Female,57,Erode,4774 1820 4276,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\109__F_Left_little_finger.BMP
109,Anjali U,Female,52,Tirunelveli,5481 6570 6115,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\109__F_Left_middle_finger.BMP
109,Meena U,Female,49,Tiruchirapalli,5753 1789 5925,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\109__F_Left_ring_finger.BMP
109,Meena N,Female,61,Vellore,4082 9369 5835,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\109__F_Left_thumb_finger.BMP
109,Meena U,Female,52,Vellore,2334 9290 8840,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\109__F_Right_index_finger.BMP
109,Divya P,Female,52,Dindigul,4085 5158 2522,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\109__F_Right_little_finger.BMP
109,Priya B,Female,46,Chennai,3644 7964 4806,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\109__F_Right_middle_finger.BMP
109,Sneha V,Female,42,Salem,2815 8573 6019,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\109__F_Right_ring_finger.BMP
109,Divya Y,Female,30,Erode,7562 4104 4635,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\109__F_Right_thumb_finger.BMP
10,Akash P,Male,40,Salem,2625 7970 4857,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\10__M_Left_index_finger.BMP
10,Siddharth Y,Male,23,Coimbatore,1480 8146 8128,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\10__M_Left_little_finger.BMP
10,Vikram K,Male,23,Vellore,2482 5688 3352,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\10__M_Left_middle_finger.BMP
10,Kiran R,Male,39,Thanjavur,6657 9462 3301,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\10__M_Left_ring_finger.BMP
10,Vikram C,Male,22,Thanjavur,2471 9630 4570,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\10__M_Left_thumb_finger.BMP
10,Vikram S,Male,54,Vellore,4579 7596 8406,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\10__M_Right_index_finger.BMP
10,Kiran H,Male,51,Kanchipuram,7401 6433 4994,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\10__M_Right_little_finger.BMP
10,Naveen B,Male,39,Erode,9955 2450 8240,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\10__M_Right_middle_finger.BMP
10,Kiran A,Male,31,Salem,9297 3294 5784,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\10__M_Right_ring_finger.BMP
10,Kiran G,Male,56,Coimbatore,9226 5882 1752,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\10__M_Right_thumb_finger.BMP
110,Priya S,Female,63,Vellore,1467 1978 7608,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\110__F_Left_index_finger.BMP
110,Divya T,Female,65,Madurai,8554 6417 3746,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\110__F_Left_little_finger.BMP
110,Divya N,Female,62,Thanjavur,5647 9999 3728,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\110__F_Left_middle_finger.BMP
110,Priya E,Female,65,Thanjavur,8597 9919 9735,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\110__F_Left_ring_finger.BMP
110,Sneha K,Female,63,Salem,3608 9858 2450,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\110__F_Left_thumb_finger.BMP
110,Priya R,Female,56,Tirunelveli,7315 4180 7489,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\110__F_Right_index_finger.BMP
110,Divya O,Female,46,Erode,3428 8824 3835,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\110__F_Right_little_finger.BMP
110,Anjali M,Female,48,Erode,1209 7293 9355,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\110__F_Right_middle_finger.BMP
110,Priya F,Female,49,Vellore,7612 2558 1391,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\110__F_Right_ring_finger.BMP
110,Divya M,Female,54,Vellore,8154 4295 4779,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\110__F_Right_thumb_finger.BMP
111,Vikram C,Male,57,Tiruchirapalli,3940 9504 5807,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\111__M_Left_index_finger.BMP
111,Naveen Q,Male,34,Tiruchirapalli,6275 8879 9437,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\111__M_Left_little_finger.BMP
111,Siddharth H,Male,41,Dindigul,4487 3121 9795,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\111__M_Left_middle_finger.BMP
111,Siddharth V,Male,52,Tirunelveli,8998 3682 2101,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\111__M_Left_ring_finger.BMP
111,Akash I,Male,40,Madurai,6649 3742 3170,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\111__M_Left_thumb_finger.BMP
111,Akash C,Male,58,Erode,8085 5946 5409,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\111__M_Right_index_finger.BMP
111,Rahul O,Male,47,Tiruchirapalli,4777 4210 7891,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\111__M_Right_little_finger.BMP
111,Rahul I,Male,30,Tiruchirapalli,3278 1495 4529,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\111__M_Right_middle_finger.BMP
111,Akash N,Male,25,Thanjavur,9637 9759 5392,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\111__M_Right_ring_finger.BMP
111,Kiran Y,Male,26,Dindigul,3985 6199 1080,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\111__M_Right_thumb_finger.BMP
112,Rahul S,Male,26,Kanchipuram,1238 9377 2435,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\112__M_Left_index_finger.BMP
112,Naveen H,Male,63,Salem,9150 4946 4481,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\112__M_Left_little_finger.BMP
112,Rahul L,Male,22,Madurai,4731 5339 2213,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\112__M_Left_middle_finger.BMP
112,Kiran Y,Male,40,Coimbatore,9265 6428 7068,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\112__M_Left_ring_finger.BMP
112,Naveen G,Male,28,Thanjavur,4237 5577 5994,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\112__M_Left_thumb_finger.BMP
112,Naveen Q,Male,44,Chennai,7677 1139 4266,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\112__M_Right_index_finger.BMP
112,Naveen B,Male,39,Dindigul,7202 1586 8844,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\112__M_Right_little_finger.BMP
112,Rahul Z,Male,54,Madurai,7379 3856 6184,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\112__M_Right_middle_finger.BMP
112,Siddharth D,Male,47,Coimbatore,7781 4065 7753,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\112__M_Right_ring_finger.BMP
112,Naveen C,Male,38,Thanjavur,4547 5292 7082,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\112__M_Right_thumb_finger.BMP
113,Naveen W,Male,37,Salem,8005 9005 4516,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\113__M_Left_index_finger.BMP
113,Siddharth W,Male,32,Erode,3146 6717 4163,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\113__M_Left_little_finger.BMP
113,Rahul T,Male,51,Tirunelveli,6115 1265 5136,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\113__M_Left_middle_finger.BMP
113,Kiran B,Male,65,Coimbatore,2504 4286 1025,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\113__M_Left_ring_finger.BMP
113,Vikram E,Male,36,Madurai,1648 7903 4894,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\113__M_Left_thumb_finger.BMP
113,Kiran P,Male,50,Dindigul,3105 2966 7298,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\113__M_Right_index_finger.BMP
113,Naveen V,Male,61,Kanchipuram,9228 5627 4485,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\113__M_Right_little_finger.BMP
113,Vikram O,Male,19,Chennai,3786 9149 4843,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\113__M_Right_middle_finger.BMP
113,Akash L,Male,65,Madurai,7623 3987 4223,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\113__M_Right_ring_finger.BMP
113,Siddharth Y,Male,33,Salem,3560 2560 4602,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\113__M_Right_thumb_finger.BMP
114,Divya E,Female,40,Kanchipuram,4913 1511 5599,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\114__F_Left_index_finger.BMP
114,Kavya Z,Female,34,Vellore,7351 2454 6337,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\114__F_Left_little_finger.BMP
114,Divya C,Female,63,Kanchipuram,1845 5965 3194,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\114__F_Left_middle_finger.BMP
114,Divya Z,Female,47,Tiruchirapalli,1274 9085 6327,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\114__F_Left_ring_finger.BMP
114,Sneha M,Female,23,Vellore,2192 3935 6625,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\114__F_Left_thumb_finger.BMP
114,Divya P,Female,34,Thanjavur,8453 6029 9229,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\114__F_Right_index_finger.BMP
114,Sneha V,Female,59,Erode,9597 3345 8933,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\114__F_Right_little_finger.BMP
114,Meena W,Female,49,Thanjavur,8386 8646 7812,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\114__F_Right_middle_finger.BMP
114,Sneha J,Female,19,Erode,4832 8717 3242,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\114__F_Right_ring_finger.BMP
114,Kavya G,Female,44,Erode,2405 2866 7392,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\114__F_Right_thumb_finger.BMP
115,Anjali S,Female,65,Salem,4555 8830 6818,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\115__F_Left_index_finger.BMP
115,Meena E,Female,52,Madurai,9257 9231 8537,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\115__F_Left_little_finger.BMP
115,Meena J,Female,20,Tiruchirapalli,8511 7140 8472,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\115__F_Left_middle_finger.BMP
115,Divya M,Female,28,Madurai,8020 3262 3098,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\115__F_Left_ring_finger.BMP
115,Kavya U,Female,27,Tirunelveli,2074 8458 5888,Left,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\115__F_Left_thumb_finger.BMP
115,Meena V,Female,50,Coimbatore,1945 2384 8732,Right,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\115__F_Right_index_finger.BMP
115,Kavya V,Female,24,Tirunelveli,6976 8585 8666,Right,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\115__F_Right_little_finger.BMP
115,Anjali C,Female,21,Tiruchirapalli,7093 3865 9562,Right,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\115__F_Right_middle_finger.BMP
115,Meena K,Female,29,Chennai,9548 7860 8432,Right,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\115__F_Right_ring_finger.BMP
115,Sneha R,Female,63,Coimbatore,7274 1401 4128,Right,thumb,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\115__F_Right_thumb_finger.BMP
116,Naveen L,Male,51,Erode,1321 9152 2448,Left,index,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\116__M_Left_index_finger.BMP
116,Akash H,Male,36,Thanjavur,8813 3579 9836,Left,little,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\116__M_Left_little_finger.BMP
116,Akash U,Male,49,Erode,9183 9089 6447,Left,middle,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\116__M_Left_middle_finger.BMP
116,Akash I,Male,33,Kanchipuram,2447 9264 2009,Left,ring,C:/manoj/projects/llb/archive (1)/SOCOFing/Real\116__M_Left_ring_finger.BMP
